Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
L2,0.0821685177614895,-0.000902705421825023,0.005849484455102,0,0,0,1.04272104862648,0.00108536181071959,5.34945068480448E-05,-0.000397728214863049,0.00373726801475572,1.14348409531517E-05,0.00345382478020515,0,0,0,0,0,0,package://DX-XM8888/meshes/L2.STL,0.929411764705882,0.509803921568627,0.929411764705882,1,0,0,0,0,0,0,package://DX-XM8888/meshes/L2.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/Marvin_M6-S-R-CCS__5DOF__920无变径环-1/Marvin_M6-S-R-CCS__5DOF-1/open_shell.3-1,L2_,L2Z,l_a_jiont_3,revolute,0.0320000000000441,0.147994523880398,-0.00127314608934592,-3.14159265358934,0.00860244454178511,1.57079632679365,L1,-1,0,0,0,0,0,0,,,,,,,,
L3,-0.0259010568413987,0.0316813489839745,0.00714228200919135,0,0,0,0.747366366823866,0.00187984127653539,3.98538801845017E-05,9.00682751392274E-06,0.00140855884744186,-0.00023209472390188,0.00236634697707784,0,0,0,0,0,0,package://DX-XM8888/meshes/L3.STL,1,0.698039215686274,0.768627450980392,1,0,0,0,0,0,0,package://DX-XM8888/meshes/L3.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/Marvin_M6-S-R-CCS__5DOF__920无变径环-1/Marvin_M6-S-R-CCS__5DOF-1/open_shell.4.01-1,L3_,L3Z,l_a_jiont_4,revolute,0.138999981597286,0.0285000620635595,0.017999996823595,-3.13299020904801,0,1.57079632679384,L2,-1,0,0,0,0,0,0,,,,,,,,
L4,-0.126971229409766,1.41591482538672E-07,0.00153675400532277,0,0,0,0.611333574512973,0.000308135646271658,-9.3001959009965E-12,5.59293371730405E-06,0.000850834668808059,8.34831650613355E-07,0.000962805283193469,0,0,0,0,0,0,package://DX-XM8888/meshes/L4.STL,0.866666666666667,0.717647058823529,0.517647058823529,1,0,0,0,0,0,0,package://DX-XM8888/meshes/L4.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/天机臂法兰盖板-1;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/手腕-1;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/天机臂法兰盖板-2;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/推杆.02-1;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/推杆.02-2;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/相机高度调节支架-1;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/Screw_DIN_912_M3_x_6.02-1,L4_,L4Z,l_a_jiont_5,revolute,-0.0275837367906081,0.121150383371676,0.0169584476998754,0,-0.00860244454241166,-1.57079632678396,L3,-1,0,0,0,0,0,0,,,,,,,,
LFH0,-0.0285000000000002,-2.57151420337554E-05,-0.00298920935604077,0,0,0,0.0321207212316395,4.70268226143334E-06,2.38722256314434E-21,-1.37412164393865E-20,9.54000197382241E-06,-2.54074655680114E-08,6.58677647394516E-06,0,0,0,0,0,0,package://DX-XM8888/meshes/LFH0.STL,1,0.0666666666666667,0.568627450980392,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LFH0.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/轴-1,LFH0_,LHF0Z,l_a_jiont_6,revolute,-0.214499999999712,0.0285000000017103,0,0.00860244454241166,0,1.57079632678396,L4,-1,0,0,0,0,0,0,,,,,,,,
LFH1,-0.0283126622252394,0.000688479968389721,-0.0639051442577373,0,0,0,0.543642735514237,0.000979750536437608,-1.17917915723662E-06,-6.92716665220165E-05,0.000799209099132617,1.4814722608082E-06,0.000457430349727283,0,0,0,0,0,0,package://DX-XM8888/meshes/LFH1.STL,0.498039215686275,0,1,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LFH1.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/手掌左-1/手掌触觉左-1;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/手掌左-1/手掌骨架左-1;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/拇指-1/拇指0-1,LFH1_,LHF1Z,l_a_jiont_7,revolute,-0.0285000000001258,-0.000240865476059282,-0.0279989639776627,0,1.56219388225414,-1.57079632679492,LFH0,-1,0,0,0,0,0,0,,,,,,,,
LH0_0,0.0166000000000424,0.00521327808423977,-0.000919241584170397,0,0,0,0.0105242867562401,1.2532956219181E-06,-4.0775733491211E-18,2.02437400235205E-18,6.1001283705904E-07,1.23147578248221E-07,1.28670321806408E-06,0,0,0,0,0,0,package://DX-XM8888/meshes/LH0_0.STL,0.929411764705882,0.866666666666667,0.509803921568627,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH0_0.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/拇指-1/拇指0-1,LH0-0_,LH0-0Z,l_f_jiont_1_1,revolute,0.00100000000001331,0.0173445602788214,-0.0609471257740961,-1.5707963267949,-0.916297857297023,1.5707963267949,LFH1,-1,0,0,0,0,0,0,,,,,,,,
LH0_1,-0.00980016175297627,0.0148824519512799,-0.0104531126041355,0,0,0,0.0246803806493865,7.69889291002591E-06,9.16978592420118E-11,-3.78661646761027E-11,3.89934020758606E-06,2.84876838712703E-06,5.54918229848097E-06,0,0,0,0,0,0,package://DX-XM8888/meshes/LH0_1.STL,0.458823529411765,0.529411764705882,0.6,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH0_1.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/拇指-1/拇指1-1,LH0-1_,LH0-1Z,l_f_jiont_1_2,revolute,0.0165999999999998,0.0160247874130841,-0.0127767831775239,-0.908889863342848,1.39626340159548,-1.57079632679489,LH0_0,-1,0,0,0,0,0,0,,,,,,,,
LH0_2,-0.00599999159560238,0.0119040425845733,-0.00882205791797352,0,0,0,0.0122867535274284,1.78095916903708E-06,2.42605725823519E-12,3.18993844335404E-12,1.09334384708116E-06,5.54213671928001E-07,1.38544224625468E-06,0,0,0,0,0,0,package://DX-XM8888/meshes/LH0_2.STL,0.407843137254902,0.407843137254902,0.549019607843137,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH0_2.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/拇指-1/拇指2-1,LH0-2_,LH0-2Z,l_f_jiont_1_3,revolute,-0.00379999999999997,0.0339193422023142,-0.0264287386108816,0,0,0,LH0_1,-1,0,0,0,0,0,0,,,,,,,,
LH0_3,0.00598304735243013,0.0109867177394931,0.00765050190558314,0,0,0,0.0110115159329348,1.4786476061873E-06,1.72501042525721E-09,6.25480543410885E-10,8.31606834150819E-07,-4.30014581462672E-07,1.15049777542025E-06,0,0,0,0,0,0,package://DX-XM8888/meshes/LH0_3.STL,0.949019607843137,0.819607843137255,0.549019607843137,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH0_3.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/拇指-1/拇指3-1,LH0-3_,LH0-3Z,l_f_jiont_1_4,revolute,0,0.0214559559977439,-0.0167177137259533,3.14159265358979,0,3.14159265358979,LH0_2,-1,0,0,0,0,0,0,,,,,,,,
LH1_0,-0.00753483839212598,-6.56575697274286E-05,-0.00156067568106899,0,0,0,0.00384132083097585,1.98166029732879E-07,2.13072478669164E-11,-8.42891424723163E-10,1.94693501987889E-07,-2.53219746004558E-09,1.29265932760838E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH1_0.STL,0.43921568627451,0.619607843137255,1,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH1_0.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-3/0000_5_1_3-1,LH1-0_,LH1-0Z,l_f_jiont_2_1,revolute,-0.0105000000000406,0.0304500000000006,-0.120779999999436,0,0,0,LFH1,-1,0,0,0,0,0,0,,,,,,,,
LH1_1,-0.00987049399140527,0.0216900705981331,0.000469001993789357,0,0,0,0.0143435347859653,3.16152538955223E-06,6.16470692052086E-08,-2.87807226290686E-09,7.98245289636303E-07,1.60820242954723E-08,3.19346535959424E-06,0,0,0,0,0,0,package://DX-XM8888/meshes/LH1_1.STL,0.517647058823529,0.8,0.976470588235294,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH1_1.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-3/1-061400_129_1_4-1,LH1-1_,LH1-1Z,l_f_jiont_2_2,revolute,-0.00745000000000002,0.00964999999999816,-0.0116000000000016,-1.56219388225413,0,1.5707963267949,LH1_0,-1,0,0,0,0,0,0,,,,,,,,
LH1_2,-0.00544889119168712,0.0127720762485322,0.00114067254923101,0,0,0,0.00665207703839944,6.98610019819466E-07,5.59570112396282E-09,6.97426748380745E-09,4.28859965831646E-07,1.08063987678575E-08,7.86504902635463E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH1_2.STL,0.486274509803922,1,0,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH1_2.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-3/2-061400_57_1_3-1,LH1-2_,LH1-2Z,l_f_jiont_2_3,revolute,-0.00324999999999998,0.0429984089656921,-0.000369900552980439,0,0,0,LH1_1,-1,0,0,0,0,0,0,,,,,,,,
LH1_3,-0.00675575852361254,0.0126956670974427,0.000262258259880986,0,0,0,0.00790881358719177,5.99156271417775E-07,-2.38669139187836E-08,-3.019499675288E-09,2.68602490482315E-07,-8.43836557539032E-08,6.24785189974347E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH1_3.STL,0.568627450980392,0.427450980392157,0.847058823529412,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH1_3.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-3/0013_46_1_3-1;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-3/30001_27_1_3-1,LH1-3_,LH1-3Z,l_f_jiont_2_4,revolute,0,0.0249990749800535,-0.000215058461035155,0,0,0,LH1_2,-1,0,0,0,0,0,0,,,,,,,,
LH2_0,-0.00473483839212299,-6.56575697274286E-05,-0.00156067568106899,0,0,0,0.00384132083097581,1.98166029732878E-07,2.13072478671596E-11,-8.428914247231E-10,1.94693501987888E-07,-2.5321974600455E-09,1.29265932760837E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH2_0.STL,0.43921568627451,0.619607843137255,1,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH2_0.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-2/0000_5_1_3-1,LH2-0_,LH2-0Z,l_f_jiont_3_1,revolute,-0.0132999999976476,0.0101499999999992,-0.125779999999436,0,0,0,LFH1,-1,0,0,0,0,0,0,,,,,,,,
LH2_1,-0.00987049399140516,0.0216900705981334,0.000469001993789395,0,0,0,0.0143435347859651,3.16152538955221E-06,6.16470692052097E-08,-2.87807226290214E-09,7.9824528963629E-07,1.60820242954721E-08,3.19346535959422E-06,0,0,0,0,0,0,package://DX-XM8888/meshes/LH2_1.STL,0.517647058823529,0.8,0.976470588235294,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH2_1.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-2/1-061400_129_1_4-1,LH2-1_,LH2-1Z,l_f_jiont_3_2,revolute,-0.00464999999999702,0.00964999999999816,-0.0116000000000016,-1.56219388225413,0,1.5707963267949,LH2_0,-1,0,0,0,0,0,0,,,,,,,,
LH2_2,-0.00544889119168668,0.0127720762485326,0.00114067254923106,0,0,0,0.0066520770383994,6.98610019819464E-07,5.59570112396897E-09,6.97426748382887E-09,4.28859965831636E-07,1.0806398767863E-08,7.86504902635456E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH2_2.STL,0.486274509803922,1,0,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH2_2.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-2/2-061400_57_1_3-1,LH2-2_,LH2-2Z,l_f_jiont_3_3,revolute,-0.00324999999999998,0.042998408965692,-0.000369900552980439,0,0,0,LH2_1,-1,0,0,0,0,0,0,,,,,,,,
LH2_3,-0.00675575852361265,0.012695667097443,0.000262258259880948,0,0,0,0.00790881358719179,5.99156271417832E-07,-2.38669139187821E-08,-3.01949967527927E-09,2.68602490482317E-07,-8.4383655753925E-08,6.24785189974376E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH2_3.STL,0.568627450980392,0.427450980392157,0.847058823529412,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH2_3.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-2/0013_46_1_3-1;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-2/30001_27_1_3-1,LH2-3_,LH2-3Z,l_f_jiont_3_4,revolute,0,0.0249990749800537,-0.000215058461035155,0,0,0,LH2_2,-1,0,0,0,0,0,0,,,,,,,,
LH3_0,-0.00753483839212599,-6.56575697274286E-05,-0.0015606756810691,0,0,0,0.00384132083097583,1.98166029732879E-07,2.13072478670396E-11,-8.4289142472314E-10,1.94693501987888E-07,-2.53219746004558E-09,1.29265932760838E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH3_0.STL,0.43921568627451,0.619607843137255,1,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH3_0.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-1/0000_5_1_3-1,LH3-0_,ULH3-0Z,l_f_jiont_4_1,revolute,-0.0104999999976446,-0.0101499999999999,-0.120779999999432,0,0,0,LFH1,-1,0,0,0,0,0,0,,,,,,,,
LH3_1,-0.00987049399140527,0.0216900705981333,0.000469001993789471,0,0,0,0.0143435347859655,3.16152538955226E-06,6.16470692052087E-08,-2.87807226289824E-09,7.9824528963632E-07,1.60820242954571E-08,3.19346535959426E-06,0,0,0,0,0,0,package://DX-XM8888/meshes/LH3_1.STL,0.517647058823529,0.8,0.976470588235294,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH3_1.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-1/1-061400_129_1_4-1,LH3-1_,LH3-1Z,l_f_jiont_4_2,revolute,-0.00745000000000002,0.00964999999999816,-0.0116000000000016,-1.56219388225413,0,1.5707963267949,LH3_0,-1,0,0,0,0,0,0,,,,,,,,
LH3_2,-0.00544889119168712,0.0127720762485324,0.00114067254923081,0,0,0,0.00665207703839982,6.9861001981951E-07,5.595701123962E-09,6.97426748379661E-09,4.28859965831676E-07,1.08063987678527E-08,7.86504902635509E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH3_2.STL,0.486274509803922,1,0,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH3_2.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-1/2-061400_57_1_3-1,LH3-2_,LH3-2Z,l_f_jiont_4_3,revolute,-0.00324999999999998,0.042998408965692,-0.000369900552980439,0,0,0,LH3_1,-1,0,0,0,0,0,0,,,,,,,,
LH3_3,-0.00675575852361221,0.0126956670974427,0.00026225825988109,0,0,0,0.00790881358719141,5.9915627141781E-07,-2.38669139187932E-08,-3.01949967528199E-09,2.68602490482303E-07,-8.43836557539149E-08,6.24785189974369E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH3_3.STL,0.568627450980392,0.427450980392157,0.847058823529412,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH3_3.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-1/0013_46_1_3-1;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-1/30001_27_1_3-1,LH3-3_,LH3-3Z,l_f_jiont_4_4,revolute,0,0.0249990749800535,-0.000215058461035155,0,0,0,LH3_2,-1,0,0,0,0,0,0,,,,,,,,
LH4_0,-0.007234838392126,-6.56575697274286E-05,-0.00156067568106899,0,0,0,0.00384132083097584,1.98166029732879E-07,2.13072478671662E-11,-8.42891424723104E-10,1.94693501987889E-07,-2.53219746004551E-09,1.29265932760838E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH4_0.STL,0.43921568627451,0.619607843137255,1,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH4_0.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-4/0000_5_1_3-1,LH4-0_,LH4-0Z,l_f_jiont_5_1,revolute,-0.0107999999976326,-0.0304499999999993,-0.115779999999436,0,0,0,LFH1,-1,0,0,0,0,0,0,,,,,,,,
LH4_1,-0.00757950600859447,0.0216900705981334,-0.000469001993789572,0,0,0,0.0143435347859651,3.16152538955222E-06,-6.16470692052003E-08,-2.87807226289706E-09,7.9824528963629E-07,-1.60820242954552E-08,3.19346535959423E-06,0,0,0,0,0,0,package://DX-XM8888/meshes/LH4_1.STL,0.517647058823529,0.8,0.976470588235294,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH4_1.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-4/1-061400_129_1_4-1,LH4-1_,LH4-1Z,l_f_jiont_5_2,revolute,-0.00715,-0.00780000000000147,-0.0115999999999986,-1.57939877133567,0,-1.5707963267949,LH4_0,-1,0,0,0,0,0,0,,,,,,,,
LH4_2,0.0102511088083128,0.0127720762485324,0.0011406725492309,0,0,0,0.00665207703840001,6.98610019819525E-07,5.59570112396005E-09,6.97426748381524E-09,4.28859965831687E-07,1.08063987678554E-08,7.86504902635523E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH4_2.STL,0.486274509803922,1,0,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH4_2.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-4/2-061400_57_1_3-1,LH4-2_,LH4-2Z,l_f_jiont_5_3,revolute,0.00150000000000039,0.0429984089656921,0.000369900552980414,3.14159265358979,0,-3.14159265358979,LH4_1,-1,0,0,0,0,0,0,,,,,,,,
LH4_3,0.00894424147638273,0.0126956670974434,0.000262258259881128,0,0,0,0.00790881358719153,5.99156271417838E-07,-2.38669139187953E-08,-3.01949967528437E-09,2.68602490482291E-07,-8.43836557539304E-08,6.24785189974385E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LH4_3.STL,0.568627450980392,0.427450980392157,0.847058823529412,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LH4_3.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-4/0013_46_1_3-1;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/左手-1/四指.04-4/30001_27_1_3-1,LH4-3_,LH4-3Z,l_f_jiont_5_4,revolute,0,0.0249990749800537,-0.000215058461035159,0,0,0,LH4_2,-1,0,0,0,0,0,0,,,,,,,,
LPTC0,0.00764282078281439,-2.79788649152346E-05,-0.0143029411425727,0,0,0,0.00280380793287275,7.40695862674467E-07,1.16725469871466E-09,1.10468848187111E-07,2.83279926966625E-07,-1.17450850167132E-09,7.35334504396654E-07,0,0,0,0,0,0,package://DX-XM8888/meshes/LPTC0.STL,0.858823529411765,0.858823529411765,0.858823529411765,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LPTC0.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/相机支架-1;2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/Screw_DIN_912_M3_x_6.01.02-1,LPTC0_,LPTC0Z,l_p_0,prismatic,-0.0745000000002014,0,-0.107999999999973,0,1.5707963267949,0,L4,0,0,-1,0,0,0,0,,,,,,,,
LPTC1,0.0207842388266151,0.00447694936526211,-0.000427503752046393,0,0,0,0.0196853062404477,3.17556354993603E-06,1.35839384180921E-07,6.94068307341964E-08,3.09105609856075E-06,-1.84660895459268E-07,3.14100209363747E-06,0,0,0,0,0,0,package://DX-XM8888/meshes/LPTC1.STL,0.949019607843137,0.83921568627451,0.658823529411765,1,0,0,0,0,0,0,package://DX-XM8888/meshes/LPTC1.STL,,2026-02-03_简化-2/00_ASSY-1/简化-1/L-1/臂-1/HF890.02-1,LPTC1_,LPTC1Z,l_p_1,revolute,0.0199999999999999,-0.0204999999999999,-0.027,-1.56219388225413,0,1.5707963267949,LPTC0,-1,0,0,0,0,0,0,,,,,,,,
YUNTAI0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://DX-XM8888/meshes/YUNTAI0.STL,1,1,1,1,0,0,0,0,0,0,package://DX-XM8888/meshes/YUNTAI0.STL,,yuantai001-1/装配体13^yuantai001-1/相机舵机-1-1/R003B_R003C______A1_20211014__.stp.1.2-1-1/R003B.ASM-1-1/R003B_6.PRT-1;yuantai001-1/装配体13^yuantai001-1/相机舵机-1-1/R003B_R003C______A1_20211014__.stp.1.2-1-1/R003B.ASM-1-1/R003B_1.PRT-1;yuantai001-1/装配体13^yuantai001-1/相机舵机-1/铝合金舵盘-1;yuantai001-1/装配体13^yuantai001-1/相机舵机-1/R003B_R003C______A1_20211014__.stp.1.2-1/R003B.ASM-1/R003B_3.PRT-1;yuantai001-1/装配体13^yuantai001-1/转台-1;yuantai001-1/装配体13^yuantai001-1/相机舵机-1/R003B_R003C______A1_20211014__.stp.1.2-1/R003B.ASM-1/R003B_6.PRT-1;yuantai001-1/装配体13^yuantai001-1/相机舵机-1/R003B_R003C______A1_20211014__.stp.1.2-1/R003B.ASM-1/R003B_LDM.ASM-1/R003B_LDM_8.PRT-1;yuantai001-1/装配体13^yuantai001-1/相机舵机-1/R003B_R003C______A1_20211014__.stp.1.2-1/R003B.ASM-1/R003B_4.PRT-1;yuantai001-1/装配体13^yuantai001-1/相机舵机-1-1/R003B_R003C______A1_20211014__.stp.1.2-1-1/R003B.ASM-1-1/R003B_3.PRT-1,YUN1_,YUN0Z,j_y2,revolute,0,0,1.294,3.14159265358979,-1.5707963267949,0,base_link,-1,0,0,0,0,0,0,,,,,,,,
YUNTAI1,-0.0332037139478744,-0.00285285729676077,-0.0222099477676575,0,0,0,0.0374164808859368,9.0566459838022E-06,8.40500697516169E-08,6.33725541986181E-07,4.70473715426955E-05,-9.54418466550646E-07,4.28987815459067E-05,0,0,0,0,0,0,package://DX-XM8888/meshes/YUNTAI1.STL,0.611764705882353,0.898039215686275,0.901960784313726,1,0,0,0,0,0,0,package://DX-XM8888/meshes/YUNTAI1.STL,,yuantai001-1/装配体13^yuantai001-1/相机支架-2-1,YUN2_,YUN1Z,J_YUNTAI1,revolute,0.0244999999999895,-0.0382474829958461,-0.0111713955572866,0,-0.00860244454077001,-1.57079632679517,YUNTAI0,-1,0,0,0,0,0,0,,,,,,,,
YUNTAI2,-0.00111280867641268,2.78249197154246E-05,-0.0125214706096369,0,0,0,0.0456893973826346,4.13605731664661E-06,-1.43188985908618E-09,-4.09750673078886E-07,2.78345362032686E-05,-7.45098662705635E-09,2.75488190084518E-05,0,0,0,0,0,0,package://DX-XM8888/meshes/YUNTAI2.STL,0.6,0.6,0.6,1,0,0,0,0,0,0,package://DX-XM8888/meshes/YUNTAI2.STL,,yuantai001-1/装配体13^yuantai001-1/D435_Solid-1,YUN3_,YUN2Z,j_y3,fixed,-0.03815,-0.00950000000000006,-0.0601499999999994,3.14159265358979,0,0,YUNTAI1,0,0,0,0,0,0,0,,,,,,,,
